id,Note,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,hyperlink,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:eating: (interaction),Prey item,Status,Class,Order,suborder,Family,subfamily,Genus,Prey.check,Check genus,Check sp.,Check (?)
11041347,S-Afr-Interactions (8-1-20),01/04/2014,01/04/2014,,Africa/Johannesburg,,28090,mr_fab,2015-03-21 07:20:13 UTC,2018-08-04 19:02:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11041347,https://www.inaturalist.org/observations/11041347,https://static.inaturalist.org/photos/15579395/medium.jpg?1523937182,,,<h3>Geelslang ...</h3><br>,FALSE,5,0,FALSE,,Gamka Eco and Olive Estate,-33.481,21.61,110,,,FALSE,,,Cape Cobra,Naja nivea,Cape Cobra,Reptilia,30487,https://www.inaturalist.org/observations/11041354,Rhabdomys pumilio,Included,Mammalia,Rodentia,Myomorpha,Muridae,Murinae,Rhabdomys,1,1,0,0
11044182,eating,26/02/2014,26/02/2014,,Africa/Johannesburg,,734770,jangroen,2015-08-03 10:22:51 UTC,2018-04-17 05:35:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11044182,https://www.inaturalist.org/observations/11044182,https://static.inaturalist.org/photos/15584785/medium.jpg?1523942099,,,<h3>Skaapsteker eating a mouse</h3><br>Snake found in aviary eating a mouse,FALSE,3,0,FALSE,,Buffeljagsrivier,-34.071369,20.544332,1,,,FALSE,,,Rhombic Skaapsteker,Psammophylax rhombeatus,Rhombic Skaapsteker,Reptilia,28954,,,Removed,,,,,,,,,,
11044182,S-Afr-Interactions (8-1-20),2/26/2014,2/26/2014,,Africa/Johannesburg,,734770,jangroen,2015-08-03 10:22:51 UTC,2018-04-17 05:35:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11044182,https://www.inaturalist.org/observations/11044182,https://static.inaturalist.org/photos/15584785/medium.jpg?1523942099,,,<h3>Skaapsteker eating a mouse</h3><br>Snake found in aviary eating a mouse,FALSE,3,0,FALSE,,Buffeljagsrivier,-34.071369,20.544332,1,,,FALSE,,,Rhombic Skaapsteker,Psammophylax rhombeatus,Rhombic Skaapsteker,Reptilia,28954,https://www.inaturalist.org/observations/11044189,Rhabdomys pumilio,Included,Mammalia,Rodentia,Myomorpha,Muridae,Murinae,Rhabdomys,1,1,0,0
11045253,S-Afr-Interactions (8-1-20),03/06/2008,03/06/2008,,Africa/Johannesburg,,679321,ricky_taylor,2015-08-04 18:08:56 UTC,2019-09-12 06:13:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11045253,https://www.inaturalist.org/observations/11045253,https://static.inaturalist.org/photos/15586776/medium.jpg?1523944133,,,"<h3>Vine snake killing Chameleon</h3><br>Vine snake killing a chameleon - on the ground. Disturbed by observers. Snake released chameleon, which died shortly thereafter. Note the changing colour of the chameleon.",FALSE,6,0,FALSE,,Khuleni Hill,-27.91009,32.36626,1,,open,FALSE,,,Southern Vine Snake,Thelotornis capensis,Southern Vine Snake,Reptilia,28337,https://www.inaturalist.org/observations/11045263,Chamaeleo dilepis,Included,Reptilia,Squamata,Sauria,Chamaeleonidae,,Chamaeleo,1,1,0,0
11046124,S-Afr-Interactions (8-1-20),10/10/2014,10/10/2014,,Africa/Johannesburg,,676988,karoopixie,2014-10-31 07:49:36 UTC,2018-08-06 14:46:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11046124,https://www.inaturalist.org/observations/11046124,https://static.inaturalist.org/photos/15588479/medium.jpg?1523945953,,,"<h3>Please be upstanding for the Lady of the House - Montagu WCape</h3><br><p>Meet Rosalinda.  Officially.  She is a dainty girl and has the local males in 'n toestand :-)<br/></p><p>She had stayed the previous night in one of the chalets of the Spatzennest Travel Lodge, and the next morning, after warming up on top of the nest (pic 3) she pootled off and had a brief liaison with the garden hose.<br/></p><p>The last photo shows her being escorted off the property by a Slangverklikker who actually had the audacity to peck her tail :-)</p>",FALSE,5,0,FALSE,,"Cape Winelands, ZA-WC, ZA",-33.77403482,20.05886531,1,obscured,,TRUE,,,Boomslang (typus),Dispholidus typus typus,Common Boomslang,Reptilia,30360,,,Removed,,,,,,,,,,
11067776,eating,10/08/2015,10/08/2015,,Africa/Johannesburg,FALSE,9957,jacquesmerwe923,2015-08-19 17:24:38 UTC,2018-04-17 17:07:37 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11067776,https://www.inaturalist.org/observations/11067776,https://static.inaturalist.org/photos/15617947/medium.jpg?1523977677,,Swartland Granite Renosterveld,<h3>Rhombic egg eater</h3><br>Found two in separate localities hidden under discarded pieces of corrugated iron sheets. Nice and cozy in winter.,FALSE,6,0,FALSE,,"Nooitgedacht Farm, Darling, Western Cape, RSA",-33.31466,18.38362,1,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
11082847,S-Afr-Interactions (8-1-20),11/05/2014,11/05/2014,,Africa/Johannesburg,,662724,bushboy,2014-11-26 12:49:18 UTC,2019-05-07 08:39:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11082847,https://www.inaturalist.org/observations/11082847,https://static.inaturalist.org/photos/15647494/medium.jpg?1524000813,,rural,"<h3>a whole lotta greens</h3><br>Strange place to find snakes - right beside well-used pedestrian path to restaurant at Lower Sabie camp. Assume a courting couple-to-be. Interesting colour variation of 2nd snake - dull olive. Soon to slough, perhaps?",FALSE,3,1,FALSE,,"Lower Sabie Camp, Kruger National Park",-25.119,31.9158,1,,,FALSE,,,Green Water Snake,Philothamnus hoplogaster,Green Water Snake,Reptilia,29084,,,Removed,,,,,,,,,,
11085176,swallow,05/05/2004,05/05/2004,,Africa/Johannesburg,,679321,ricky_taylor,2015-04-26 17:12:22 UTC,2018-04-17 22:35:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11085176,https://www.inaturalist.org/observations/11085176,https://static.inaturalist.org/photos/15651767/medium.jpg?1524004363,,,<h3>Death in the grass</h3><br>Vine snake killing and swallowing a chameleon,FALSE,5,0,FALSE,,St Lucia Town,-28.385851,32.411771,1,,,FALSE,,,Southern Vine Snake,Thelotornis capensis capensis,Southern Vine Snake,Reptilia,28337,,,Removed,,,,,,,,,,
11085176,S-Afr-Interactions (8-1-20),05/05/2004,05/05/2004,,Africa/Johannesburg,,679321,ricky_taylor,2015-04-26 17:12:22 UTC,2018-04-17 22:35:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11085176,https://www.inaturalist.org/observations/11085176,https://static.inaturalist.org/photos/15651767/medium.jpg?1524004363,,,<h3>Death in the grass</h3><br>Vine snake killing and swallowing a chameleon,FALSE,5,0,FALSE,,St Lucia Town,-28.385851,32.411771,1,,,FALSE,,,Southern Vine Snake,Thelotornis capensis,Southern Vine Snake,Reptilia,28337,https://www.inaturalist.org/observations/11085192,Bradypodion setaroi,Included,Reptilia,Squamata,Sauria,Chamaeleonidae,,Bradypodion,1,1,0,0
11088436,eating,25/10/2015,25/10/2015,,Africa/Johannesburg,FALSE,689073,jouberth,2015-10-27 09:07:19 UTC,2018-04-18 00:05:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11088436,https://www.inaturalist.org/observations/11088436,https://static.inaturalist.org/photos/15658063/medium.jpg?1524009397,,,<h3>Eggeater</h3><br>,FALSE,3,0,FALSE,,PTA Noord - Wonderboom Vliegveld,-25.64923,28.21258,1,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
11092031,eating,16/11/2014,16/11/2014,,Africa/Johannesburg,FALSE,97441,ryanvanhuyssteen,2014-12-07 08:34:50 UTC,2018-04-18 01:35:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11092031,https://www.inaturalist.org/observations/11092031,https://static.inaturalist.org/photos/15664992/medium.jpg?1524014881,,"SCBC, Vhembe Biosphere Reserve, Soutpansberg, Medike Mountain Sanctuary",<h3>Egg-eater</h3><br>,FALSE,2,0,FALSE,,Medike Mountain Sanctuary,-22.9632,29.623,1,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
11092121,S-Afr-Interactions (8-1-20),11/21/2014,11/21/2014,,Africa/Johannesburg,,97441,ryanvanhuyssteen,2014-12-07 09:58:39 UTC,2018-05-04 17:39:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11092121,https://www.inaturalist.org/observations/11092121,https://static.inaturalist.org/photos/15665197/medium.jpg?1524015027,,"Medike Mountain Sanctuary, Soutpansberg, SCBC, Vhembe Biosphere Reserve",<h3>Something special</h3><br><p>I have had some good luck with this species. This is the third individual I have seen. This record is special because as far as I know it is a first for the Soutpansberg and also brings the distribution of the animal more west than was previously known.<br/></p><p>I kept the snake over night to photograph it in the day and it regurgitated a centipede.</p>,FALSE,1,0,FALSE,,Medike Mountain Sanctuary,-22.9632,29.623,1,,,FALSE,,,Aparallactus lunulatus lunulatus,Aparallactus lunulatus,,Reptilia,26365,https://www.inaturalist.org/observations/11092134,Scolopendra sp.,Included,Chilopoda,Scolopendromorpha,,Scolopendridae,,Scolopendra,0,1,1,0
11093830,swallow,17/04/2015,17/04/2015,,Africa/Johannesburg,,97441,ryanvanhuyssteen,2015-05-03 17:53:51 UTC,2018-04-19 16:14:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11093830,https://www.inaturalist.org/observations/11093830,https://static.inaturalist.org/photos/15668739/medium.jpg?1524017550,,"Vhembe Biosphere Reserve, SCBC, Medike Mountain Sanctuary, Soutpansberg",<h3>Brown House Snake</h3><br>Tiny Brown House Snake consuming a juvenile turner^s tubercled gecko. I really did not think the snake was going to swallow the gecko and live.<br> <br>But after a brief rest once the gecko was in it moved off.,FALSE,4,0,FALSE,,Medike,-22.9828,29.6143,1,,,FALSE,,,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,Chondrodactylus turneri,Included,Reptilia,Squamata,Sauria,Gekkonidae,,Chondrodactylus,1,1,0,0
11099065,swallow,31/12/2014,31/12/2014,,Africa/Johannesburg,,383144,tonyrebelo,2015-05-07 04:42:14 UTC,2018-04-18 04:36:36 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11099065,https://www.inaturalist.org/observations/11099065,https://static.inaturalist.org/photos/15679672/medium.jpg?1524025536,,,"<h3>Hogmanay Feast</h3><br><p>The rope!<br/>skip this: go to the interaction first and come here last ...<br/>.<br/>part #3 in which we with our drams watch the drama in the Hogmanay Pool.<br/>.<br/>With crab out of the way and in deep water the frog kept the pressure on and swam strongly, so that the snake could not coil around it.  The snake soon gave up trying and went long and rigid until its tail touched the bank.  It hooked this around a sedge and reeled in the frog, dragging it onto land, whereupon it threw its coils around the frog and all went still, apart from an occasional twitch from the frog, or tightening of the snakes coils, and Sirius and Jupiter appearing in the gloaming.   After dark we retired to set up camp, and about an hour later on return the snake had just finished swallowing the frog.   On next inspection 10 minutes later there was no trace of anyone.<br/>.<br/></p><p>Roll on 2015 ...</p>",FALSE,3,0,FALSE,,Groot Winterhoek trail Driebosfontein to Paardevlei,-33.04526724,19.102588,1,,,FALSE,,,Common Brown Water Snake,Lycodonomorphus rufulus,Common Brown Water Snake,Reptilia,29536,,,Removed,,,,,,,,,,
11099065,S-Afr-Interactions (8-1-20),12/31/2014,12/31/2014,,Africa/Johannesburg,,383144,tonyrebelo,2015-05-07 04:42:14 UTC,2018-04-18 04:36:36 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11099065,https://www.inaturalist.org/observations/11099065,https://static.inaturalist.org/photos/15679672/medium.jpg?1524025536,,,"<h3>Hogmanay Feast</h3><br><p>The rope!<br/>skip this: go to the interaction first and come here last ...<br/>.<br/>part #3 in which we with our drams watch the drama in the Hogmanay Pool.<br/>.<br/>With crab out of the way and in deep water the frog kept the pressure on and swam strongly, so that the snake could not coil around it.  The snake soon gave up trying and went long and rigid until its tail touched the bank.  It hooked this around a sedge and reeled in the frog, dragging it onto land, whereupon it threw its coils around the frog and all went still, apart from an occasional twitch from the frog, or tightening of the snakes coils, and Sirius and Jupiter appearing in the gloaming.   After dark we retired to set up camp, and about an hour later on return the snake had just finished swallowing the frog.   On next inspection 10 minutes later there was no trace of anyone.<br/>.<br/></p><p>Roll on 2015 ...</p>",FALSE,3,0,FALSE,,Groot Winterhoek trail Driebosfontein to Paardevlei,-33.04526724,19.102588,1,,,FALSE,,,Common Brown Water Snake,Lycodonomorphus rufulus,Common Brown Water Snake,Reptilia,29536,https://www.inaturalist.org/observations/11098520,Amietia fuscigula,Included,Amphibia,Anura,,Pyxicephalidae,,Amietia,1,1,0,0
11099499,eating,15/12/2014,15/12/2014,,Africa/Johannesburg,FALSE,97441,ryanvanhuyssteen,2014-12-17 12:36:11 UTC,2018-04-18 05:05:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11099499,https://www.inaturalist.org/observations/11099499,https://static.inaturalist.org/photos/15680511/medium.jpg?1524026204,,,<h3>Egg-eater</h3><br>,FALSE,6,0,FALSE,,"Waterberg, Hanglipberge",-24.25,28.6333,1,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
11107548,meal,26/12/2014,26/12/2014,,Africa/Johannesburg,,230520,michael_mcsweeney,2014-12-30 06:22:41 UTC,2019-04-11 20:41:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11107548,https://www.inaturalist.org/observations/11107548,https://static.inaturalist.org/photos/15696787/medium.jpg?1524042180,,Mole Snake,<h3>Snake looking for food</h3><br>This Mole snake was going from mole burrow to burrow looking for a meal.,FALSE,7,0,FALSE,,West Coast National Park,-33.12521,18.060644,1,,,FALSE,,,Mole Snake,Pseudaspis cana,Mole Snake,Reptilia,28948,,,Removed,,,,,,,,,,
11110164,S-Afr-Interactions (8-1-20),09/02/2015,09/02/2015,,Africa/Johannesburg,FALSE,766902,suewhitelaw,2015-09-22 07:29:06 UTC,2018-12-29 15:59:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11110164,https://www.inaturalist.org/observations/11110164,https://static.inaturalist.org/photos/15701926/medium.jpg?1524048612,,,"<h3>Dead Rinkhals</h3><br>Small long-dead snake, away from traffic; Apparently choked by frog in its jaws",FALSE,5,0,FALSE,,1 Kleynhagelkraal nr eastern fence,-34.6636,19.565,1,,,FALSE,,,Rinkhals,Hemachatus haemachatus,Rinkhals,Reptilia,30652,https://www.inaturalist.org/observations/11110170,Amietia fuscigula,Included,Amphibia,Anura,,Pyxicephalidae,,Amietia,1,1,0,0
11110213,S-Afr-Interactions (8-1-20),11/12/2015,11/12/2015,,Africa/Johannesburg,,677288,jwicht,2015-11-12 13:56:19 UTC,2018-11-22 11:14:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11110213,https://www.inaturalist.org/observations/11110213,https://static.inaturalist.org/photos/15702036/medium.jpg?1524048744,,,<h3>Snake snack</h3><br>,FALSE,6,0,FALSE,,Iris street,-33.826,18.64277,1,,,FALSE,,,Mole Snake,Pseudaspis cana,Mole Snake,Reptilia,28948,https://www.inaturalist.org/observations/11110220,Pavo cristatus,Included,Aves,Galliformes,,Phasianidae,,Pavo,1,1,0,0
11114271,eating,24/11/2015,24/11/2015,,Africa/Johannesburg,,699343,chris_whitehouse,2015-11-29 16:40:25 UTC,2018-04-18 13:34:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11114271,https://www.inaturalist.org/observations/11114271,https://static.inaturalist.org/photos/15710567/medium.jpg?1524057516,,Phillipskop,"<h3>Snake eating frog</h3><br>https://www.youtube.com/watch?v=TzrQ_qwxw5s<br>Spent an hour watching this tussle between the skaapsteker and the frog. Unfortunately, in the end neither won - we found the frog floating dead in the pond the next day.",FALSE,4,0,FALSE,,Phillipskop Mountain Reserve,-34.40715,19.52821333,1,,,FALSE,,,Rhombic Skaapsteker,Psammophylax rhombeatus,Rhombic Skaapsteker,Reptilia,28954,,,Removed,,,,,,,,,,
11114271,S-Afr-Interactions (8-1-20),11/24/2015,11/24/2015,,Africa/Johannesburg,,699343,chris_whitehouse,2015-11-29 16:40:25 UTC,2018-04-18 13:34:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11114271,https://www.inaturalist.org/observations/11114271,https://static.inaturalist.org/photos/15710567/medium.jpg?1524057516,,Phillipskop,"<h3>Snake eating frog</h3><br>https://www.youtube.com/watch?v=TzrQ_qwxw5s<br>Spent an hour watching this tussle between the skaapsteker and the frog. Unfortunately, in the end neither won - we found the frog floating dead in the pond the next day.",FALSE,4,0,FALSE,,Phillipskop Mountain Reserve,-34.40715,19.52821333,1,,,FALSE,,,Rhombic Skaapsteker,Psammophylax rhombeatus,Rhombic Skaapsteker,Reptilia,28954,https://www.inaturalist.org/observations/11136172,Amietia fuscigula,Included,Amphibia,Anura,,Pyxicephalidae,,Amietia,1,1,0,0
11114564,eating,11/01/2008,11/01/2008,,Africa/Johannesburg,,662724,bushboy,2015-01-09 08:16:57 UTC,2018-11-22 11:09:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11114564,https://www.inaturalist.org/observations/11114564,https://static.inaturalist.org/photos/15711146/medium.jpg?1524058085,,,"<h3>Beats KFC</h3><br>Photos courtesy of Umdoni Retirement Village Pics.<br><br>Probably the same snake as taken 3 days before, here eating a Grey-headed Sparrow.

See the bird: https://www.inaturalist.org/observations/11114581",FALSE,5,0,FALSE,,"Umdoni Village, Pennington",-30.38198,30.67792,1,,,FALSE,,,Eastern Green Mamba,Dendroaspis angusticeps,Eastern Green Mamba,Reptilia,30411,,,Removed,,,,,,,,,,
11114564,S-Afr-Interactions (8-1-20),01/11/2008,01/11/2008,,Africa/Johannesburg,,662724,bushboy,2015-01-09 08:16:57 UTC,2018-11-22 11:09:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11114564,https://www.inaturalist.org/observations/11114564,https://static.inaturalist.org/photos/15711146/medium.jpg?1524058085,,,"<h3>Beats KFC</h3><br>Photos courtesy of Umdoni Retirement Village Pics.<br><br>Probably the same snake as taken 3 days before, here eating a Grey-headed Sparrow.

See the bird: https://www.inaturalist.org/observations/11114581",FALSE,5,0,FALSE,,"Umdoni Village, Pennington",-30.38198,30.67792,1,,,FALSE,,,Eastern Green Mamba,Dendroaspis angusticeps,Eastern Green Mamba,Reptilia,30411,https://www.inaturalist.org/observations/11114581,Passer diffusus,Included,Aves,Passeriformes,,Passeridae,,Passer,1,1,0,0
11124189,prey,15/01/2015,15/01/2015,,Africa/Johannesburg,,632306,tuli,2015-01-17 05:30:32 UTC,2018-04-18 18:20:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11124189,https://www.inaturalist.org/observations/11124189,https://static.inaturalist.org/photos/15729651/medium.jpg?1524072930,,,"<h3>good deed, unexpected complication</h3><br><p>heading home, quiet rural road, snake dashes into road, bakkie from the opposite direction is closer and intent on running said snake down but my presence intervenes especially as I'm able to stop between the hunters and their intended prey which has reversed direction in the confusion. Bakkie occupants leap out and arming themselves with sticks and rocks approach (no threat to me they just want the snake which is behind me somewhere). Consternation; the snake has not been seen to escape but it has disappeared, some minutes later discovered hiding behind the rear light fitting of my truck - it had obviously headed for the nearest cover, but it was well wedged in and pretty inaccessible.  The would-be killers, ignoring my pleas to let it live tried poking and cajoling the snake out (a big  Boomslang by the way) which only resulted in upsetting the creature which then proceeded to hiss and squeeze in more tightly.  Time to go I thought so saying farewell to the disappointed hunters I drove off a km down the road, pulled over and wondered what to do next - I have enough pets, I didn't really need a +/-1.2m Boomslang in my yard.  The branch under the truck was a vain attempt to encourage snake to depart, 45 mins no progress except the tail had relaxed a little and a loop was hanging down; sun setting; salvation arrived in the form of a local contract, and acquaintance, who was passing; his mate confidently found a long stout stick and set about carefully loosening a loop of snake, the first attempt brought out 50 cm of tail which was rapidly withdrawn but made another thicker loop available, once the snake decided to flee the security of the truck it MOVED, so even though the I had the camera ready I nearly missed getting a shot. Happy ending.<br/></p><p>The snake had to be a Boomslang although I did not get to see the head; at 1m plus and as thick as my wrist, it was bright green changing to yellow under the belly, although the tail end was all green, scales keeled dorsally, the location is inland and around 1000m (3000ft) .a.s.l.</p>",FALSE,8,0,FALSE,,Mahalapye,-23.275,26.919,110,,,FALSE,,,Boomslang (typus),Dispholidus typus typus,Common Boomslang,Reptilia,30360,,,Removed,,,,,,,,,,
11125774,eating,22/10/2009,22/10/2009,,Africa/Johannesburg,,703316,botaneek,2015-01-18 11:54:22 UTC,2018-04-18 18:20:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11125774,https://www.inaturalist.org/observations/11125774,https://static.inaturalist.org/photos/15732413/medium.jpg?1524075070,,,<h3>eating a Rock Agama</h3><br>,FALSE,4,0,FALSE,,Stalberg,-30.4908,18.1265,1,,,FALSE,,,Spotted House Snake,Lamprophis guttatus,Spotted House Snake,Reptilia,29757,,,Removed,,,,,,,,,,
11125774,S-Afr-Interactions (8-1-20),10/22/2009,10/22/2009,,Africa/Johannesburg,,703316,botaneek,2015-01-18 11:54:22 UTC,2018-04-18 18:20:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11125774,https://www.inaturalist.org/observations/11125774,https://static.inaturalist.org/photos/15732413/medium.jpg?1524075070,,,<h3>eating a Rock Agama</h3><br>,FALSE,4,0,FALSE,,Stalberg,-30.4908,18.1265,1,,,FALSE,,,Spotted House Snake,Lamprophis guttatus,Spotted House Snake,Reptilia,29757,https://www.inaturalist.org/observations/11125789,Agama atra,Included,Reptilia,Squamata,Sauria,Agamidae,,Agama,1,1,0,0
11128641,eating,17/04/2015,17/04/2015,,Africa/Johannesburg,,305994,robert_taylor,2015-05-29 11:48:04 UTC,2018-04-18 19:35:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11128641,https://www.inaturalist.org/observations/11128641,https://static.inaturalist.org/photos/15737512/medium.jpg?1524078736,,,<h3>African Sea Python</h3><br>2.5 to 3 m long.  Resting in the open in the late afternoon. Well-healed wounds below the head (could this be from eating something with sharp horns that punctured the skin? otherwise something attacked it?),FALSE,6,0,FALSE,,"Umkhanyakude, ZA-NL, ZA",-28.38518253,32.56811055,1,obscured,,TRUE,,,Southern African Python,Python natalensis,Southern African Python,Reptilia,111451,,,Removed,,,,,,,,,,
11130793,predation,18/01/2015,18/01/2015,,Africa/Johannesburg,,672509,leejones,2015-01-21 04:00:18 UTC,2018-04-18 20:18:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/11130793,https://www.inaturalist.org/observations/11130793,https://static.inaturalist.org/photos/15741671/medium.jpg?1524081374,,,"<h3>Snake caught by Pied Starling at Rietvlei</h3><br><p>One of two snake species observed being predated by Pied Starlings at Rietvlei.<br/></p><p>Observed by Gene (<a href=""http://www.ispotnature.org/user/43638"">http://www.ispotnature.org/user/43638</a>) - who asked me to post these because of his 3G slowness.... (not too sure whether it is his 3G or iSpot's present clunkiness?)</p>",FALSE,3,0,FALSE,,Rietvlei Nature Reserve: Approximate locality,-25.88379,28.29544,1,,,FALSE,,,Leptotyphlops,Leptotyphlops,,Reptilia,32438,,,Removed,,,,,,,,,,
11130820,predation,18/01/2015,18/01/2015,,Africa/Johannesburg,,672509,leejones,2015-01-21 04:33:37 UTC,2018-04-18 20:40:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11130820,https://www.inaturalist.org/observations/11130820,https://static.inaturalist.org/photos/15741724/medium.jpg?1524081412,,,"<h3>Snake caught by Pied Starling at Rietvlei</h3><br><p>One of two snake species observed being predated by Pied Starlings at Rietvlei.<br/></p><p>Observed by Gene (<a href=""http://www.ispotnature.org/user/43638"">http://www.ispotnature.org/user/43638</a>) - who asked me to post these because of his 3G slowness.... <br/></p><p>Isn't it INFURIATING having to add the locality and date and habitat AND GROUP (even when it is quite clear from the ID recognised by iSpot eventually)!!! for each interaction - and wait while iSpot grinds through to find the locality - UGH! Oh for iSpot.org.za....</p>",FALSE,6,0,FALSE,,Rietvlei Nature Reserve: Approximate locality,-25.88379,28.29544,1,,,FALSE,,,Rhombic Skaapsteker,Psammophylax rhombeatus,Rhombic Skaapsteker,Reptilia,28954,,,Removed,,,,,,,,,,
11141096,eating,03/12/2015,03/12/2015,,Africa/Johannesburg,TRUE,528390,sallyslak,2015-12-03 08:45:04 UTC,2018-04-18 23:46:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11141096,https://www.inaturalist.org/observations/11141096,https://static.inaturalist.org/photos/15761511/medium.jpg?1524094634,,slakplaas,<h3>Adder eats toad</h3><br>I was seated at the breakfast table when I noticed an add er in pursuit of a toad on the lawn. The video is worth watching:<br>https://youtu.be/kUIdJJovOug,FALSE,8,0,FALSE,,Garden,-33.966464,22.09085,1,,,FALSE,,,Rhombic Night Adder,Causus rhombeatus,Rhombic Night Adder,Reptilia,30820,,,Removed,,,,,,,,,,
11141096,S-Afr-Interactions (8-1-20),12/03/2015,12/03/2015,,Africa/Johannesburg,TRUE,528390,sallyslak,2015-12-03 08:45:04 UTC,2018-04-18 23:46:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11141096,https://www.inaturalist.org/observations/11141096,https://static.inaturalist.org/photos/15761511/medium.jpg?1524094634,,slakplaas,<h3>Adder eats toad</h3><br>I was seated at the breakfast table when I noticed an add er in pursuit of a toad on the lawn. The video is worth watching:<br>https://youtu.be/kUIdJJovOug,FALSE,8,0,FALSE,,Garden,-33.966464,22.09085,1,,,FALSE,,,Rhombic Night Adder,Causus rhombeatus,Rhombic Night Adder,Reptilia,30820,https://www.inaturalist.org/observations/11141107,Sclerophrys capensis,Included,Amphibia,Anura,,Bufonidae,,Sclerophrys,1,1,0,0
11149928,S-Afr-Interactions (8-1-20),10/17/2015,10/17/2015,,Africa/Johannesburg,,383144,tonyrebelo,2015-10-18 11:23:11 UTC,2018-04-19 03:59:37 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11149928,https://www.inaturalist.org/observations/11149928,https://static.inaturalist.org/photos/15778096/medium.jpg?1524107789,,,<h3>What happens to my fish ...</h3><br>,FALSE,6,0,FALSE,,Dreyersdal Road Bergvliet,-34.0533194,18.456354,1,,,FALSE,,,Common Brown Water Snake,Lycodonomorphus rufulus,Common Brown Water Snake,Reptilia,29536,https://www.inaturalist.org/observations/11149944,Carassius auratus ,Included,Actinopterygii,Cypriniformes,,Cyprinidae,,Carassius,1,1,0,0
11161140,S-Afr-Interactions (8-1-20),02/12/2015,02/12/2015,,Africa/Johannesburg,,679321,ricky_taylor,2015-02-14 05:20:02 UTC,2018-04-19 11:33:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11161140,https://www.inaturalist.org/observations/11161140,https://static.inaturalist.org/photos/15801063/medium.jpg?1524137327,,,"<h3>Boomslang in nest</h3><br><p>Heard weavers (possibly yellow weavers) making a noise. Saw a boomslang of about 50 cm climbing up the reeds to the nest. The reeds were growing in about 40 cm deep water on edge of lake, so the snake must have swum to get there.  As we come closer the boomslang rapidly moved into the nest. The photo shows how tightly it had to coil to be hidden from us.</p>",FALSE,2,0,FALSE,,Kosi Bay,-26.9607,32.827097,1,,,FALSE,,,Boomslang (typus),Dispholidus typus,Common Boomslang,Reptilia,30360,,Ploceus subaureus,Included,Aves,Passeriformes,,Ploceidae,,Ploceus,1,1,0,0
